numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,cdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo,clase_ternaria
29215595,202107,1,0,0,56,262,4944.4,43361.89,4432.55,-124.97,561.33,7,1,1,0,-1884.65,2,29439.83,0,457.04,1,10432.73,1,17,63884.45,1,6,11001.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12690.68,6,11001.87,0,0,0,0,14,45762.5,1,1180.78,0,0,0,0,1,4095.99,8,4432.55,0,0,0,0,0,1,111435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,106,0,1,0,0,764141.9,-1187,,0,0,0,,,849071.68,,,10,0,,,6148,,,,0,0,0,543389.59,-1368,,9491.81,11133.89,0,11001.87,0,603853.79,0,0,24,11133.89,-10535.25,0,6325,11001.87,6,0,563.04,CONTINUA
29215689,202107,1,0,0,57,379,-2073.04,-6808.73,1295.48,-3185.49,313.77,7,1,1,0,0,2,17873.09,0,161669.22,1,166946.26,2,4,5034.6,1,11,24729.42,1,1,1908.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17989.19,0,0,1,3143.64,2,2988.78,0,0,0,0,0,0,2,263.22,0,0,0,0,0,0,8,1295.48,0,0,0,0,0,2,18884.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,59,0,0,0,0,354715.2,-395,,1931.77,1931.77,0,0,0,394128,0,0,3,0,-1931.77,0,4724,0,0,0,211.14,0,0,354715.2,-395,,21398.83,24987.46,113.35,4386.78,1.16,394128,0,0,3,0,-26437.15,1,4724,4386.78,3,0,6228.63,CONTINUA
29216697,202107,1,0,0,62,121,12952.05,234163.52,1863.54,5402.4,4050.72,9,1,1,0,583.43,2,265896.48,0,0,1,153644.99,1,0,0,1,20,51974.7,1,4,2553.05,9,67433.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6503.11,7,5165.24,1,613.53,0,0,9,80623.92,0,0,0,0,0,0,0,0,12,1863.54,0,0,0,0,0,12,458556.83,14,249161.83,0,0,1,18195.9,17,532982.27,0,0,1,22169.7,0,0,1,407,0,0,0,0,0,0,0,0,0,318,0,1,0,0,1255447.82,-333,,229987.76,229987.76,0,613.53,0,1394992.4,0,0,3,0,-27096.3,0,3716,613.53,1,0,21606.66,0,0,1252459.89,-576,,359207.2,421350.04,0,22171.03,0,1391672.37,0,0,10,53946.27,-52702.89,0,3442,22171.03,10,0,53946.27,CONTINUA
29216714,202107,1,0,0,61,135,-5571.4,-13392.71,361.47,-5411.31,353.44,7,1,1,0,0,2,10787.42,0,0,1,6165.87,1,0,0,1,22,47836.18,1,3,7049.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5727.75,3,13515.47,1,139,0,0,5,11696,0,0,0,0,0,0,0,0,8,361.47,0,0,0,0,0,10,76355.84,7,57201.34,0,0,0,0,0,0,0,0,0,0,0,0,1,214,0,0,0,0,0,0,0,0,0,153,0,1,0,0,437678.01,-303,,6777.05,6777.05,0,3582.74,0,510114.24,0,0,3,0,-23460,0,4083,3582.74,2,0,0,0,0,436636.35,-1034,,41283.22,48197.91,227.3,14708.23,2.33,508900.18,0,0,10,0,-82685.67,2.35,4083,14708.23,5,0,8328.3,CONTINUA
29217414,202107,1,0,0,60,263,10346.11,34696.78,13782.26,-9158.14,6228.77,8,1,1,0,0,2,358897.49,0,51218.9,1,230124.77,2,23,56599.16,1,37,139315.42,1,0,0,0,0,0,0,0,0,1,328440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,57546,4,15907.13,0,0,0,0,12,12189.71,0,0,0,0,0,0,1,2793.86,10,13782.26,0,0,0,0,0,3,170805.35,0,0,13,258060,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,2,0,13,258060,0,0,234,0,1,0,0,253368,-364,,0,0,0,0,0,281520,0,0,3,0,-1263.7,0,4044,0,0,0,0,0,0,506736,-425,,120021.16,140784.82,0,88332.14,1.21,563040,0,0,3,0,-112672.18,0,8000,88332.14,20,0,13665.45,CONTINUA
29217500,202107,1,0,0,61,326,3279.86,13959.6,546.43,-2005.65,4335.94,7,1,1,0,0,2,193563.14,0,0,1,194780.49,4,13,26900.63,1,16,39423.26,1,0,0,0,0,0,0,0,0,2,527850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5863.35,3,19322.59,0,0,0,0,3,6331.18,0,0,0,0,0,0,0,0,8,546.43,0,0,0,0,0,29,122561.67,2,9599.83,4,64515,0,0,0,0,0,0,0,0,0,0,1,97,0,0,0,0,0,3,58650,1,5865,244,0,0,0,0,304041.6,-2009,,0,0,0,,,337824,,,3,0,,,209,,,,0,0,0,405388.8,-303,,34051.42,39942.31,0,19322.59,0,450432,0,0,10,0,-37946.08,0,10313,19322.59,3,0,6240.36,CONTINUA
29217713,202107,1,0,0,56,219,-11551.35,-101794.37,5670.11,-16278.07,1596.51,7,1,1,0,-61721.55,2,12124.11,0,0,1,-86664.37,2,0,0,1,34,227284.84,1,0,0,1,35588.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44569.23,0,0,0,0,0,0,0,0,0,0,0,0,1,3808.36,8,5670.11,0,0,0,0,0,2,35600.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0,0,0,0,0,0,0,0,0,166,0,1,0,0,382585.68,-1886,,0,0,0,,,425095.2,,,3,0,,,306,,,,0,0,0,765964.87,-456,,196088.88,230012.25,0,46431.07,0,851097.26,0,0,3,0,-235475.43,0,8683,46431.07,6,0,25970.22,CONTINUA
29217944,202107,1,0,0,62,199,3182.81,30338.29,2497.89,-337.88,921.79,9,1,1,0,0,2,42163.46,0,0,1,37551.81,1,1,7024.51,1,3,26287.68,1,3,5737.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,70.49,3,26287.68,2,2593.35,0,0,0,0,0,0,0,0,0,0,1,2128.85,12,2497.89,0,0,0,0,0,1,35190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,47,0,0,0,0,101347.2,-517,,5907.46,5907.46,0,5737.01,0,112608,0,0,3,0,-5966.62,0,6051,5737.01,3,0,398.82,0,0,76010.4,-1644,,22679.57,26603.13,0,26287.68,0,84456,0,0,3,0,-25229.42,0,6051,26287.68,3,0,1360.68,CONTINUA
29218080,202107,1,0,0,70,278,933.42,-5963.95,12.63,115.38,669.61,6,1,1,0,0,2,49683.75,0,0,1,15638.85,1,1,2346,1,3,12286.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,144439.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.63,0,0,0,0,0,5,204040.83,0,0,32,187680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,123165,11,64515,79,0,0,0,0,63342,-60,,0,0,0,,,70380,,,3,0,,,1042,,,,0,0,0,88678.8,-1460,,10600.36,12434.22,0,0,0,98532,0,0,3,0,-42109.92,0,2943,0,0,0,1372.41,CONTINUA
29218302,202107,1,0,0,84,279,3787.03,23503.57,4959.27,-2128.46,1129.1,7,1,1,0,0,2,11571.24,0,20448.09,1,19401.6,7,0,0,1,12,33949.43,1,5,16890.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.81,0,0,3,13464.85,0,0,0,0,0,0,0,0,0,0,1,4095.99,12,4959.27,0,0,0,0,0,3,51612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,0,0,0,0,0,0,0,0,0,69,0,1,0,0,544465.16,-1703,,16479.55,14722.96,1756.59,15201.14,18.05,605049.04,0,0,17,16479.55,-27825.89,18.72,7460,15201.14,4,0,269.79,0,0,547069.18,-1034,,29289.71,34356.82,0,15999.52,0,607942.81,0,0,3,0,-32170.09,0,8483,15999.52,2,0,2334.27,CONTINUA
29218635,202107,1,0,0,67,23,2093.72,12009.03,1703.97,-1300.38,1632.65,7,1,1,0,0,2,63648.16,0,0,1,113902.04,1,23,66034.63,1,7,25986.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,78951.04,0,0,0,0,0,0,0,0,6,1703.97,0,0,0,0,0,0,0,2,20644.8,9,45747,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,9,45747,0,0,152,0,1,0,0,253368,-1187,,0,0,0,,,281520,,,24,0,,,640,,,,0,0,0,253368,-1552,,22419.71,26298.31,0,11206.9,0,281520,0,0,3,0,-31079.93,0,640,11206.9,4,0,2991.15,CONTINUA
29219250,202107,1,0,0,49,157,549.4,7776.81,149.38,-355.57,696.6,8,1,1,0,0,2,30617.5,0,0,1,5851.06,2,1,1646.43,1,9,29865.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80669.55,0,0,0,0,2,2024.91,0,0,0,0,5,5182.77,0,0,0,0,0,0,0,0,8,149.38,0,0,0,0,0,1,9384,2,7108.38,2,10908.9,0,0,0,0,0,0,0,0,0,0,1,48,1,0,0,1,0,2,10908.9,0,0,87,0,1,0,0,63342,-2009,,0.29,0.29,0,,,70380,,,3,0,,,2382,,,,0,0,0,126684,-2009,,26002.95,30501.46,0,2631.19,4.43,140760,0,0,3,0,-29631.16,0,2382,2631.19,5,0,3202.29,CONTINUA
29220036,202107,1,0,0,69,318,1822.64,23966.26,7424.78,-5424.43,648.52,10,1,1,0,-464.17,2,10677.3,0,79.38,1,8491.25,3,0,0,1,13,60862.8,1,10,24835.77,0,0,0,0,0,0,1,293250,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,869.55,1,2895.29,0,0,0,0,0,0,0,0,0,0,0,0,1,3007.14,10,7424.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,81,0,0,0,0,1399942.65,-486,,25133.8,25133.8,0,24835.77,0,1555491.84,0,0,3,0,-16965.35,0,5746,24835.77,10,0,1290.3,0,0,1399942.65,-486,,52509.09,61593.16,0,4525.76,0,1555491.84,0,0,3,0,-73200.43,0,5746,4525.76,2,0,12879.54,CONTINUA
29220198,202107,1,0,0,59,379,2120.63,19861.47,1077.88,-2445.69,3334.65,9,1,1,0,0,2,171132.65,0,0,1,277193.04,1,0,0,1,34,92486.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,146422.07,0,0,2,140.99,6,6947.73,0,0,0,0,5,46213.81,0,0,0,0,0,0,0,0,8,1077.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,0,0,0,0,0,0,0,0,0,89,0,1,0,0,101347.2,-2129,,0,0,0,0,0,112608,0,0,3,0,-1325.2,0,2273,0,0,0,0,0,0,202694.4,-941,,81875.86,93671.19,2369.19,68050.75,16.83,225216,0,0,3,0,-67057.05,66,2378,68050.75,27,0,9407.46,CONTINUA
29220335,202107,1,0,0,61,94,1014.09,10865.47,841.08,-36.3,183.79,10,1,1,0,0,2,13698.73,0,93574.7,0,102107.59,1,2,8211.19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3231.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,841.08,0,0,0,0,0,1,5865,0,0,1,2346,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,1,2346,0,0,34,0,0,0,0,253368,-425,,0,0,0,,,281520,,,3,0,,,2519,,,,0,0,0,253368,-425,,0,0,0,,,281520,,,3,0,,,2519,,,,0,CONTINUA
29220659,202107,1,0,0,74,379,-133.88,-6674.39,2232.12,-4205.73,2188.67,5,1,1,0,0,2,31390.61,0,0,1,1917.36,3,1,1736.04,1,38,170397.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139587,0,0,2,1268.01,8,65299.52,0,0,0,0,9,20997.12,0,0,0,0,0,0,0,0,6,2232.12,0,0,0,0,0,1,139587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,0,0,0,0,0,0,149,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,354715.2,-941,,159313.63,186874.88,0,123726.45,0,394128,0,0,24,166636.38,-199684.13,0,9294,123726.45,19,0,25876.38,CONTINUA
29220873,202107,1,0,0,56,123,2892.05,6757.48,4134.55,-2088.4,1029.15,8,1,1,0,43952.02,2,10591.07,0,112.27,1,69872.24,3,6,15166.94,1,55,88537,1,0,0,8,520608.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6739.2,0,0,0,0,10,58750.12,0,0,1,695,0,0,1,3007.14,18,4134.55,0,0,0,0,0,4,93253.5,0,0,0,0,1,63342,0,0,0,0,0,0,1,2,1,136,0,0,0,0,0,0,0,0,0,188,0,0,0,0,177357.6,-303,,0,0,0,0,0,197064,0,0,3,0,-3375.33,21.34,3727,0,0,0,0,0,0,177357.6,-303,,89607.88,105110.04,0,25585.99,0,197064,0,0,3,0,-105258.83,0,3727,25585.99,14,0,25594.86,CONTINUA
29221163,202107,1,0,0,72,286,-2594.11,5037.16,1115.6,-6896.52,3733.93,7,1,1,0,0,2,201384.82,0,0,1,321119.36,2,0,0,1,33,112925.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,54388.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1115.6,0,0,0,0,0,11,238994.05,0,0,0,0,1,54896.4,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,107,0,1,0,0,506736,-486,,0,0,0,,,563040,,,3,0,,,3187,,,,0,0,0,709430.4,-821,,97426.04,114280.74,0,61342.36,0,788256,0,0,3,0,-141241.91,0,8712,61342.36,16,0,10158.18,CONTINUA
29223409,202107,1,0,0,84,379,2231.66,18400.95,1943.98,3.57,241.68,6,1,1,0,0,2,16380.41,0,0,1,29466.87,3,0,0,1,3,8148.36,1,1,2858.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2128.85,4,1943.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,15,0,1,0,0,354715.2,-333,,1913.2,1913.2,0,2858.37,0,394128,0,0,17,0,0,0,7709,2858.37,1,0,0,0,0,354715.2,-242,,6953.55,8156.51,0,2717.37,0,394128,0,0,3,0,-9802.29,0,8172,2717.37,1,0,598.23,CONTINUA
29223674,202107,1,0,0,49,279,4944.73,11382.19,1579.01,-1392.12,4261.45,8,1,1,0,0,2,289186.81,0,770.06,1,260600.56,1,13,10650.82,1,55,85996.11,1,49,69115.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,148565.14,0,0,2,1067.92,10,14636.28,0,0,0,0,0,0,0,0,0,0,2,703.8,0,0,12,1579.01,0,0,0,0,0,9,393003.93,4,31614.69,3,14076,0,0,0,0,0,0,0,0,0,0,1,184,0,0,0,0,0,3,14076,0,0,316,0,1,0,0,547069.18,-637,,73954.77,73841.41,113.35,41891.58,1.16,607942.81,0,0,3,0,-58348.46,1,5585,41891.58,26,0,8562.9,0,0,547069.18,-1003,,84399.18,99000.23,0,52626.59,0,607942.81,0,0,3,0,-113713.96,0,5585,52626.59,31,0,18204.96,CONTINUA
29224049,202107,1,0,0,46,71,-380.8,5599.37,0,-672.08,347.44,6,1,1,0,0,2,25779.81,0,0,1,27108.22,1,0,0,1,1,5180.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2536.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1774.04,0,0,0,0,0,0,0,1,10566.38,1,586.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,38005.2,-1126,,0,0,0,,,42228,,,3,0,,,731,,,,0,0,0,76010.4,-60,,4458.08,5229.32,0,0,0,84456,0,0,10,0,-5278.5,0,2154,0,0,0,563.04,CONTINUA
29224058,202107,1,0,0,71,326,1949.61,33477.38,-1211.43,-46.18,2741.03,10,1,1,0,0,4,200193.57,0,93570.16,1,333009.78,1,10,32708.75,1,7,11147.14,1,0,0,1,175950,0,0,1,42317.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5684.78,4,3665.07,0,0,0,0,1,1157.52,0,0,0,0,0,0,2,501.19,12,-1211.43,0,0,0,0,0,0,0,3,12339.03,0,0,0,0,0,0,0,0,0,0,0,0,1,152,0,0,0,0,0,0,0,0,0,88,0,1,0,0,177357.6,-1279,,0,0,0,,,197064,,,3,0,,,550,,,,0,0,0,202694.4,-242,,9617.15,11280.91,0,3665.07,0,225216,0,0,24,11280.91,-26686.55,0,9640,3665.07,4,0,1020.51,CONTINUA
29224485,202107,1,0,0,70,326,1252.91,5257.79,239.45,-98.28,962.27,8,1,1,0,0,2,69267.32,0,3356.98,1,75969.66,1,19,19468.17,1,2,1692.8,1,2,1227.62,0,0,0,0,0,0,0,0,0,1,6421.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1692.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,239.45,1,0,0,1,117.3,0,0,0,0,1,586.5,0,0,0,0,0,0,0,0,1,18,1,13,0,0,0,0,0,1,586.5,0,0,101,0,1,0,0,101347.2,-364,,1242.35,1242.35,0,641.12,0,112608,0,0,17,1242.35,-1079.44,0,7705,641.12,1,0,58.65,0,0,101347.2,-1034,,1460.46,1713.11,0,1692.8,0,112608,0,0,3,0,-4272.34,0,8496,1692.8,2,0,82.11,CONTINUA
29225467,202107,1,0,0,50,326,-915.25,19144.25,1709.48,-5818.7,3581.07,8,1,1,0,0,4,93815.09,0,438967.16,1,582845.48,1,5,18617.28,1,21,133806.39,1,1,2666.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,137005.97,0,0,6,10912.91,10,41816.78,1,2666.22,0,0,13,54528.71,0,0,0,0,0,0,0,0,14,1709.48,0,0,0,0,0,3,115550.11,5,76594.68,2,29325,0,0,0,0,0,0,0,0,1,1,1,239,0,0,0,0,0,2,29325,0,0,188,0,1,0,0,892512.21,-152,,2698.22,2698.22,0,2666.22,0,991680.24,0,0,17,2698.22,-2698.22,0,7528,2666.22,1,0,129.03,0,0,896780.83,-152,,116987.26,134432.9,2793.14,110387.81,28.56,996423.14,0,0,3,0,-214984.83,359.36,7542,110387.81,17,0,12034.98,CONTINUA
29225834,202107,1,0,0,61,326,8815.41,98192.87,488.78,-824.04,7922.61,7,1,1,0,0,2,581523,0,272637.85,1,911985.21,1,6,23064.14,1,7,10067.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146222.71,0,0,0,0,2,919.78,0,0,0,0,7,16705.5,0,0,0,0,0,0,0,0,8,488.78,0,0,0,0,0,5,50896.47,3,199410,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,78,0,1,0,0,253368,-364,,0,0,0,,,281520,,,3,0,,,4749,,,,0,0,0,253368,-576,,8686.01,10188.68,0,919.78,0,281520,0,0,3,0,-7815.32,0,7471,919.78,2,0,1747.77,CONTINUA
29226090,202107,1,0,0,49,276,894.91,9688.89,569.35,-896.13,1173.68,6,1,1,0,0,2,64712.79,0,69160.6,1,179090.48,1,27,27533.6,1,17,14611.94,1,2,2339.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92032.4,0,0,0,0,0,0,0,0,0,0,7,11718.39,0,0,0,0,0,0,0,0,8,569.35,2,0,0,2,234.6,2,25512.75,3,18181.5,9,36949.5,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,0,0,7,31671,2,5278.5,170,0,1,0,0,126684,-941,,2367.51,2367.51,0,0,0,140760,0,0,3,0,-669.99,0,909,0,0,0,152.49,0,0,126684,-364,,12606.38,14787.28,0,0,0,140760,0,0,10,0,-16519.93,0,6600,0,0,0,1419.33,CONTINUA
29226475,202107,1,0,0,60,326,959.74,71595.79,3128.48,-3513.1,1664.22,9,1,1,0,0,2,48343.51,0,0,1,51951.78,4,0,0,1,11,78089.43,1,4,21498.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,76974.92,3,13678.62,0,0,0,0,0,0,0,0,0,0,0,0,10,3128.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,0,0,0,0,0,0,0,0,0,44,0,1,0,0,1399942.65,-456,,21756.53,21756.53,0,13678.62,0,1555491.84,0,0,3,0,-16027.97,0,7601,13678.62,3,0,4703.73,0,0,1399942.65,-1126,,67031.08,78627.45,0,76974.92,0,1555491.84,0,0,3,0,-78825.6,0,9841,76974.92,9,0,4035.12,CONTINUA
29226748,202107,1,0,0,66,164,355.19,8365.53,917.01,-1353.97,875.01,7,1,1,0,-800.38,2,14762.29,0,6592.61,1,75572.54,2,3,1523.01,1,25,47725.94,1,2,3985.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,110847.25,0,0,0,0,10,20663,0,0,0,0,1,11897.73,0,0,0,0,0,0,0,0,8,917.01,1,0,0,1,234.6,2,99118.5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,150,0,0,0,0,0,0,0,0,0,113,0,0,0,0,101347.2,-517,,4033.29,4033.29,0,0,0,112608,0,0,10,0,-23676.82,0,3520,0,0,0,621.69,0,0,177357.6,-517,,40720.88,47765.59,0,39747.03,1.99,197064,0,0,10,0,-42316.18,0,3520,39747.03,20,0,2791.74,CONTINUA
29227226,202107,1,0,0,78,326,-1052.89,4105.62,3219.42,-4748.02,1105.8,6,1,1,0,782.57,2,18182.94,0,0,1,20140.41,1,3,2295.87,1,24,54068.22,1,30,52372.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1963.13,1,446.91,6,4487.12,0,0,5,7953.19,0,0,0,0,2,1228.83,1,2128.85,12,3219.42,0,0,0,0,0,3,42627.06,1,8022.47,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,187,1,0,0,0,126684,-303,,52811.77,52811.77,0,36558.67,0,140760,0,0,24,52811.77,-31912.28,0,6647,36558.67,18,0,3214.02,0,0,177357.6,-1003,,45036.02,55093.28,-2266.03,27789.3,2.43,197064,0,0,3,0,-65989.87,0,6331,27789.3,8,0,4281.45,CONTINUA
29227628,202107,1,0,0,69,166,4677.87,48799.38,408.2,-1045.13,4685.09,8,1,1,0,1939.74,2,321247.85,0,0,1,478927.88,1,5,7988.95,1,6,7464.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,18602.87,1,809.37,0,0,0,0,3,12359.15,0,0,0,0,0,0,0,0,6,408.2,0,0,0,0,0,2,327518.15,1,58650,4,46920,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,4,46920,0,0,94,0,1,0,0,999959.04,-456,,-52.98,-52.98,0,,,1111065.6,,,3,0,,,5053,,,,0,0,0,999959.04,-1187,,6439.56,7553.6,0,809.37,0,1111065.6,0,0,10,0,-5003.34,0,5053,809.37,1,0,1642.2,CONTINUA
29229122,202107,1,0,0,64,136,2745.14,14562.33,760.27,-244.63,1936.76,9,1,1,0,0,2,129840.07,0,0,1,130774.07,2,9,67853.51,1,4,8124.93,1,2,2203.96,1,34269.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,171606.32,0,0,1,69.81,4,8124.93,1,694.41,0,0,0,0,0,0,0,0,0,0,0,0,12,760.27,0,0,0,0,0,1,33407.54,1,117300,4,19119.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19119.9,232,0,0,0,0,253368,-1064,,2230.41,2230.41,0,694.41,0,281520,0,0,10,0,-2230.41,0,4071,694.41,1,0,199.41,0,0,253368,-1429,,7009.75,8222.43,0,8124.93,0,281520,0,0,10,0,-7982.56,0,4071,8124.93,4,0,422.28,CONTINUA
